CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
11-01-0212-46,11-004,RETALHULEU,RETALHULEU,colegio tecnologico blaise pascal,2 calle 5-82 zona 1,77714747,Miguel Angel Armas Rocha,Yeniffer Analy Makepeace Ruiz,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0215-46,11-004,RETALHULEU,RETALHULEU,centro educativo nuestro mundo,7a calle 8-72 zona 1,77710773,Miguel Angel Armas Rocha,Ligia Maria Concepcion Alvarez Molina,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0218-46,11-004,RETALHULEU,RETALHULEU,centro educativo retalteco de formacion integral,8va avenida 8-01 zona 1,59842385,Miguel Angel Armas Rocha,Jorge Luis Diaz De Leon,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0223-46,11-004,RETALHULEU,RETALHULEU,colegio mixto ideas,9a avenida a ana lucia zona 4 retalhuleu,77713771,Miguel Angel Armas Rocha,Salvador Lima Garcia,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0225-46,11-004,RETALHULEU,RETALHULEU,instituto privado mixto eduardo orellana matta,lotificacion peru zona 4,30931824,Miguel Angel Armas Rocha,Silvia Rodriguez Cayax,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0226-46,11-004,RETALHULEU,RETALHULEU,instituto privado mixto eduardo orellana matta,lotificacion peru zona 4,77716393,Miguel Angel Armas Rocha,Silvia Rodriguez Cayax,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0230-46,11-004,RETALHULEU,RETALHULEU,instituto privado mixto eduardo orellana matta,15a calle lotificacion peru zona 4,77716393,Miguel Angel Armas Rocha,Silvia Rodriguez Cayax,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU
11-01-0232-46,11-004,RETALHULEU,RETALHULEU,colegio mixto liceo retalteco,3a avenida 6-49 zona 1,77710580,Miguel Angel Armas Rocha,Jorge Victorio Vasquez Garcia,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0236-46,11-017,RETALHULEU,RETALHULEU,liceo tecnologico javier martinez,7a calle 2-54 zona 1 retalhuleu,34077993,Miguel Angel Armas Rocha,Eber Neim Cifuentes Gramajo,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0237-46,11-017,RETALHULEU,RETALHULEU,liceo tecnologico javier martinez,7a calle 2-54 zona 1 retalhuleu,34077993,Miguel Angel Armas Rocha,Eber Neim Cifuentes Gramajo,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0240-46,11-017,RETALHULEU,RETALHULEU,colegio tecnologico caballo blanco,area urbana aldea caballo blanco retalhuleu,41349740,Miguel Angel Armas Rocha,Edgar Stuardo Rivera Cano,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0241-46,11-017,RETALHULEU,RETALHULEU,colegio tecnologico caballo blanco,area urbana aldea caballo blanco retalhuleu,55426137,Miguel Angel Armas Rocha,Edgar Stuardo Rivera Cano,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0242-46,11-004,RETALHULEU,RETALHULEU,instituto de educacion artistica del sur ideas,9a avenida a 2-05 residenciales ana lucia zona 4 retalhuleu,77713771,Miguel Angel Armas Rocha,Abraham Isaias Velasquez Lopez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU
11-01-0249-46,11-017,RETALHULEU,RETALHULEU,centro educativo retalteco de formacion y capacitacion don bosco,4a avenida 3-03 zona 1,42712419,Miguel Angel Armas Rocha,Wagner Emilio Lopez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0250-46,11-017,RETALHULEU,RETALHULEU,centro educativo de formacion y capacitacion don bosco,4a avenida 3-03 zona 1,42172807,Miguel Angel Armas Rocha,Wagner Emilio Lopez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0252-46,11-017,RETALHULEU,RETALHULEU,colegio mixto tecnologico san agustin,1a calle 4-05 caldzada navidad zona 4,77713125,Miguel Angel Armas Rocha,Glendy Sorayda Moreno Pop,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0253-46,11-017,RETALHULEU,RETALHULEU,colegio mixto tecnologico san agustin,1a calle 4-05 zona 4 calzada navidad,77713125,Miguel Angel Armas Rocha,Sindy Lineth Yoc Gamboa,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0255-46,11-017,RETALHULEU,RETALHULEU,centro educativo nueva candelaria,aldea nueva candelaria,59265598,Miguel Angel Armas Rocha,Osvaldo Zacarias Ichel,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0257-46,11-017,RETALHULEU,RETALHULEU,colegio mixto superacion,3a avenida del rastro y 4a calle zona 4,30094458,Miguel Angel Armas Rocha,Pedro Manuel Lucas Chante,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0258-46,11-017,RETALHULEU,RETALHULEU,colegio mixto superacion,7a avenida 4-68 zona 1,30090452,Miguel Angel Armas Rocha,Enma Cristina Marroquin Reyes,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0267-46,11-017,RETALHULEU,RETALHULEU,colegio evangelico mixto sinai ii,2a calle 5-16 zona 4,77715340,Miguel Angel Armas Rocha,Jorge Rocael Lazaro Gonzalez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0268-46,11-017,RETALHULEU,RETALHULEU,colegio evangelico mixto sinai ii,2a calle 5-16 zona 4,77715340,Miguel Angel Armas Rocha,Jorge Rocael Lazaro Gonzalez,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0271-46,11-017,RETALHULEU,RETALHULEU,colegio tecnologico blaise pascal,2 calle 5-82 zona 1,41503836,Miguel Angel Armas Rocha,Yeniffer Analy Makepeace Ruiz,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0272-46,11-017,RETALHULEU,RETALHULEU,colegio tecnologico blaise pascal,2 calle 5-82 zona 1,41503836,Miguel Angel Armas Rocha,Yeniffer Analy Makepeace Ruiz,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0276-46,11-017,RETALHULEU,RETALHULEU,colegio santa teresa,aldea caballo blanco,41498467,Miguel Angel Armas Rocha,Hector Armando Toc,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0286-46,11-017,RETALHULEU,RETALHULEU,instituto privado mixto de educacion diversificada ipem,3a calle 6-79 zona 4,77712241,Miguel Angel Armas Rocha,Manuel De Jesus Aguilar Enriquez,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0291-46,11-017,RETALHULEU,RETALHULEU,colegio privado mixto nueva generacion,5-03 zona 4 calzada navidad,77718842,Miguel Angel Armas Rocha,Bridaldo Alonzo Garcia,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0293-46,11-017,RETALHULEU,RETALHULEU,colegio jose batres montufar,3a avenida 6-92 zona 2 lotificacion el rio,56220514,Miguel Angel Armas Rocha,Edelmira Santos Sanchez Moran,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0294-46,11-004,RETALHULEU,RETALHULEU,colegio privado mixto nueva generacion,5-03 zona 4 calzada navidad,77718842,Miguel Angel Armas Rocha,Sheily Paulina Guox Lopez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0296-46,11-017,RETALHULEU,RETALHULEU,colegio privado mixto nueva generacion,5-03 zona 4 calzada navidad,77718842,Miguel Angel Armas Rocha,Sheily Paulina Guox Lopez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0298-46,11-017,RETALHULEU,RETALHULEU,colegio evangelico mixto sinai ii,5a calle ingreso al pedregal i zona6,77715189,Miguel Angel Armas Rocha,Olga Mavil Cayax Perez,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0300-46,11-017,RETALHULEU,RETALHULEU,colegio evangelico mixto sinai ii,5a calle ingreso al pedregal i zona6,77715189,Miguel Angel Armas Rocha,Olga Mavil Cayax Perez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0304-46,11-004,RETALHULEU,RETALHULEU,colegio mixto en computacion la merced,4ta av 4-58 zona 1,77718857,Miguel Angel Armas Rocha,Marjory Vanessa Cabrera Elias,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0306-46,11-017,RETALHULEU,RETALHULEU,colegio mixto en computacion la merced,3a avenida 5-36 zona 1,55634460,Miguel Angel Armas Rocha,Marjory Vanessa Cabrera Elias,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0308-46,11-017,RETALHULEU,RETALHULEU,colegio mixto en computacion la merced,3a avenida 5-36 zona 1,55634460,Miguel Angel Armas Rocha,Marjory Vanessa Cabrera Elias,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0310-46,11-017,RETALHULEU,RETALHULEU,colegio mixto cristiano getsemani,2a calle 3-17 zona 1,77710260,Miguel Angel Armas Rocha,Keily Mabel Rivera Campos,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0312-46,11-017,RETALHULEU,RETALHULEU,colegio mixto cristiano getsemani,2a calle 3-17 zona 1,77710260,Miguel Angel Armas Rocha,Keily Mabel Rivera Campos,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0316-46,11-004,RETALHULEU,RETALHULEU,colegio educativo privado mixto de formacion y capacitacion miguel angel asturias,sector el infiernito parcelamiento caballo blanco retalhuleu,46162724,Miguel Angel Armas Rocha,Eduardo Gomez Gonzalez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0318-46,11-017,RETALHULEU,RETALHULEU,colegio educativo privado mixto de formacion y capacitacion miguel angel asturias,sector el infiernito parcelamiento caballo blanco retalhuleu,31881837,Miguel Angel Armas Rocha,Eduardo Gomez Gonzalez,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0320-46,11-017,RETALHULEU,RETALHULEU,colegio educativo privado mixto de formacion y capacitacion miguel angel asturias,sector el infiernito parcelamiento caballo blanco retalhuleu,46162724,Miguel Angel Armas Rocha,Eduardo Gomez Gonzalez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0321-46,11-017,RETALHULEU,RETALHULEU,colegio evangelico mixto palabra viva,2da av 6-90 zona 5 avenida fundabien,57101865,Miguel Angel Armas Rocha,Olimpia Del Pilar Cardoza Reyes,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0327-46,11-017,RETALHULEU,RETALHULEU,colegio evangelico mixto palabra viva,2da av 6-90 zona 5 avenida fundabien,57101865,Miguel Angel Armas Rocha,Olimpia Del Pilar Cardoza Reyes,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0338-46,11-004,RETALHULEU,RETALHULEU,colegio evangelico mixto palabra viva,2da av 6-90 zona 5 avenida fundabien,57101865,Miguel Angel Armas Rocha,Olimpia Del Pilar Cardoza Reyes,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0340-46,11-004,RETALHULEU,RETALHULEU,colegio evangelico mixto palabra viva,2da av 6-90 zona 5 avenida fundabien,57101865,Miguel Angel Armas Rocha,Olimpia Del Pilar Cardoza Reyes,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0346-46,11-017,RETALHULEU,RETALHULEU,colegio mixto centroamericano,2 calle 5-82 zona 1,77713657,Miguel Angel Armas Rocha,Norma Karina Yee Oliva,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0357-46,11-017,RETALHULEU,RETALHULEU,colegio privado mixto luis cardoza y aragon,1a calle 8-71 zona 1,42227251,Miguel Angel Armas Rocha,Angel Ignacio Vasquez Garcia,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0365-46,11-017,RETALHULEU,RETALHULEU,colegio mixto ideas,9a avenida a 2-05 residenciales ana lucia zona 4,77385209,Miguel Angel Armas Rocha,Abraham Isaias Velasquez Lopez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0366-46,11-017,RETALHULEU,RETALHULEU,colegio mixto ideas,9a avenida a 2-05 residenciales ana lucia zona 4,79385209,Miguel Angel Armas Rocha,Abraham Isaias Velasquez Lopez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0369-46,,RETALHULEU,RETALHULEU,instituto privado mixto de educacion diversificada centroamericano,2 calle 5-82 zona 1,77713657,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU
11-01-0372-46,11-004,RETALHULEU,RETALHULEU,colegio privado mixto nueva generacion,5-03 zona 4 calzada navidad,77718842,Miguel Angel Armas Rocha,Angel Oswaldo Ramirez Cabrera,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU
11-01-0376-46,11-017,RETALHULEU,RETALHULEU,colegio tecnologico jan komensky,5a calle 6-80 zona 1,32159539,Miguel Angel Armas Rocha,Axel Otoniel Xicara Contreras,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0378-46,11-017,RETALHULEU,RETALHULEU,colegio tecnologico jan komensky,5a calle 6-80 zona 1,32159539,Miguel Angel Armas Rocha,Axel Otoniel Xicara Contreras,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0383-46,11-017,RETALHULEU,RETALHULEU,colegio mixto luis fernando esquivel sanchez,4a avenida 3-03 zona 1,42172532,Miguel Angel Armas Rocha,Patricia Elizabeth De Leon Samayoa,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0384-46,11-017,RETALHULEU,RETALHULEU,colegio mixto luis fernando esquivel sanchez,4a avenida 3-03 zona 1,42172532,Miguel Angel Armas Rocha,Patricia Elizabeth De Leon Samayoa,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0387-46,11-017,RETALHULEU,RETALHULEU,colegio privado mixto caballo blanco,centro urbano parcelamiento caballo blanco,41333379,Miguel Angel Armas Rocha,Hector Julian Rodas Mazariegos,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0388-46,11-017,RETALHULEU,RETALHULEU,colegio privado mixto caballo blanco,centro urbano parcelamiento caballo blanco,41333379,Miguel Angel Armas Rocha,Hector Julian Rodas Mazariegos,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0389-46,11-004,RETALHULEU,RETALHULEU,colegio mixto la paz,1a avenida 2-17 zona 1,53137309,Miguel Angel Armas Rocha,Emily Karina Paz Interiano,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0393-46,11-004,RETALHULEU,RETALHULEU,colegio particular mixto paulo coelho,5a avenida 7-55 zona 1,77283648,Miguel Angel Armas Rocha,Werner Misael Tipaz Flores,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0397-46,11-017,RETALHULEU,RETALHULEU,centro educativo nueva candelaria,aldea nueva candelaria,58073087,Miguel Angel Armas Rocha,Osvaldo Zacarias Ichel,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0400-46,11-017,RETALHULEU,RETALHULEU,colegio mixto tecnologico san agustin,1a calle 4-05 zona 4 calzada navidad,77713125,Miguel Angel Armas Rocha,Glendy Sorayda Moreno Pop,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0402-46,11-014,RETALHULEU,RETALHULEU,instituto nacional de educacion diversificado,barrio monterrey zona 4,40754551,Julio Cesar Herrera Roldan,Marvin Leonel Alonzo Sanchez,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU
11-01-0404-46,11-017,RETALHULEU,RETALHULEU,colegio privado urbano mixto bilingue paraiso,3a avenida 7-69 zona 2,77718861,Miguel Angel Armas Rocha,Jorge Roberto Arreaga Paz,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0406-46,11-017,RETALHULEU,RETALHULEU,colegio privado urbano mixto bilingue paraiso,3a avenida 7-69 zona 2,77718861,Miguel Angel Armas Rocha,Jorge Roberto Arreaga Paz,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0409-46,11-017,RETALHULEU,RETALHULEU,colegio cristiano belen,aldea la guitarra,50172946,Miguel Angel Armas Rocha,Keily Dalila Lopez Siguenza,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0411-46,11-017,RETALHULEU,RETALHULEU,colegio cristiano belen,aldea la guitarra,50172946,Miguel Angel Armas Rocha,Keily Dalila Lopez Siguenza,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0413-46,11-017,RETALHULEU,RETALHULEU,colegio experimental distrito de alto rendimiento dar la trinidad,0 calle zona 4 canton ocosito,54147820,Miguel Angel Armas Rocha,Clara Annabella Oliveros Corado,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0418-46,11-017,RETALHULEU,RETALHULEU,instituto tecnologico de educacion bilingue intercultural,lotificacion el bosque zona 6,58385426,Miguel Angel Armas Rocha,Irma Yolanda Sanchez Sum De Mulul,MUNICIPAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0419-46,11-004,RETALHULEU,RETALHULEU,colegio tecnologico blaise pascal,2 calle 5-82 zona 1,42966666,Miguel Angel Armas Rocha,Yeniffer Analy Makepeace Ruiz,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0420-46,11-017,RETALHULEU,RETALHULEU,colegio tecnologico blaise pascal,2 calle 5-82 zona 1,42966666,Miguel Angel Armas Rocha,Yeniffer Analy Makepeace Ruiz,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0422-46,11-004,RETALHULEU,RETALHULEU,colegio smart kids garden,10 avenida 5-88 zona 4 barrio monterrey,77253238,Miguel Angel Armas Rocha,Griselda Alejandra Osorio Gomez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0425-46,11-017,RETALHULEU,RETALHULEU,colegio privado mixto de educacion media prof julio cesar acosta barrascout,7a avenida 8-96 zona 1,50238057,Miguel Angel Armas Rocha,Claudia Lorena Garcia Ixchop,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0427-46,11-017,RETALHULEU,RETALHULEU,liceo cristiano mixto la fe,7a avenida 7-99 zona 1,56346191,Miguel Angel Armas Rocha,Gleidi Yomara Sanchez Ramirez,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0429-46,11-017,RETALHULEU,RETALHULEU,liceo cristiano mixto la fe,7a avenida 7-99 zona 1,56346191,Miguel Angel Armas Rocha,Gleidi Yomara Sanchez Ramirez,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0431-46,11-004,RETALHULEU,RETALHULEU,liceo cristiano mixto la fe,7a avenida 7-99 zona 1,56346191,Miguel Angel Armas Rocha,Gleidi Yomara Sanchez Ramirez,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0435-46,11-004,RETALHULEU,RETALHULEU,instituto de computacion informatica,ruta 6w 10a ave 0-50 zona 4 residenciales ana lucia,77716271,Miguel Angel Armas Rocha,Irma Violeta Calderon Villatoro,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0436-46,11-017,RETALHULEU,RETALHULEU,colegio cristiano mixto blessing,9av 7-30 zona 4 canton peru,55114823,Miguel Angel Armas Rocha,Oscar Daniel Siguenza Morales,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0437-46,11-014,RETALHULEU,RETALHULEU,instituto nacional mixto nocturno de educacion media,3a avenida 6-49 zona 4,30517668,Julio Cesar Herrera Roldan,Juan De Dios Rodas Hernandez,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU
11-01-0441-46,11-004,RETALHULEU,RETALHULEU,colegio cristiano belen,centro urbano aldea la guitarra,55152872,Miguel Angel Armas Rocha,Keily Dalila Lopez Siguenza De Herrera,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0445-46,11-004,RETALHULEU,RETALHULEU,colegio cristiano verbo,5ta calle 5-05 zona 6,41039475,Miguel Angel Armas Rocha,Miguel Angel Cordero Monzon,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0446-46,11-019,RETALHULEU,RETALHULEU,programa naciona de educacion alternativa pronea ,4ta calle 6-10 zona 6,56980135,Lisbeth Surama Lopez Calvillo,Lisbeth Surama Lopez Calvillo,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,RETALHULEU
11-01-0447-46,11-019,RETALHULEU,RETALHULEU,modalidades flexibles,4ta calle 6-10 zona 6,56231580,Lisbeth Surama Lopez Calvillo,Pedro Leonardo Reyna Moller,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,A DISTANCIA,RETALHULEU
11-01-0452-46,11-017,RETALHULEU,RETALHULEU,colegio mixto mario monteforte toledo,4a calle 2-12 zona 2 lotificacion el prado,77713190,Miguel Angel Armas Rocha,Glenda Jeanette Chavez Gomez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0453-46,11-017,RETALHULEU,RETALHULEU,colegio mixto mario monteforte toledo,4a calle 2-12 zona 2 lotificacion el prado,77713190,Miguel Angel Armas Rocha,Glenda Jeanette Chavez Gomez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0457-46,11-017,RETALHULEU,RETALHULEU,centro educativo napoleon villatoro,14 avenida 5-15 zona 4 barrio monterrey,55743752,Miguel Angel Armas Rocha,Eliset Haydee Villatoro Dardon,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,RETALHULEU
11-01-0458-46,11-004,RETALHULEU,RETALHULEU,colegio tecnologico jan komensky,5a calle 6-80 zona 1,32159539,Miguel Angel Armas Rocha,Axel Otoniel Xicara Contreras,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0460-46,11-004,RETALHULEU,RETALHULEU,colegio evangelico mixto buena creacion,1ra calle 8-90 zona 5 canton dolores,77714103,Miguel Angel Armas Rocha,Vivian Linely Dardon Zumeta,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0464-46,11-014,RETALHULEU,RETALHULEU,instituto nacional de educacion diversificado,3a calle 6-79 zona 4,55356304,Julio Cesar Herrera Roldan,Mayra Liliana De Leon Toledo,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0468-46,11-017,RETALHULEU,RETALHULEU,liceo tecnologico javier martinez,7a calle 2-54 zona 1,30278806,Miguel Angel Armas Rocha,Eber Neim Cifuentes Gramajo,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU
11-01-0470-46,11-017,RETALHULEU,RETALHULEU,colegio privado mixto luis cardoza y aragon,3a avenida 6-33 zona 1,42207257,Miguel Angel Armas Rocha,Angel Ignacio Vasquez Garcia,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU
11-01-0472-46,11-017,RETALHULEU,RETALHULEU,colegio tecnologico caballo blanco,sector la unin parcelamiento caballo blanco,43031759,Miguel Angel Armas Rocha,Lourdes Yanira Ramos Molina,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU
